Date,Visitor,PTS_Visitor,Home,PTS_Home,Box_Score,OT,Winner
2024-04-11,Chicago Bulls,127,Detroit Pistons,105,/boxscores/202404110DET.html,,Chicago Bulls
2024-04-11,New York Knicks,118,Boston Celtics,109,/boxscores/202404110BOS.html,,New York Knicks
2024-04-11,Houston Rockets,121,Utah Jazz,124,/boxscores/202404110UTA.html,,Utah Jazz
2024-04-11,Golden State Warriors,100,Portland Trail Blazers,92,/boxscores/202404110POR.html,,Golden State Warriors
2024-04-11,New Orleans Pelicans,135,Sacramento Kings,123,/boxscores/202404110SAC.html,,New Orleans Pelicans
2024-04-12,Orlando Magic,113,Philadelphia 76ers,125,/boxscores/202404120PHI.html,,Philadelphia 76ers
2024-04-12,Chicago Bulls,129,Washington Wizards,127,/boxscores/202404120WAS.html,,Chicago Bulls
2024-04-12,Charlotte Hornets,98,Boston Celtics,131,/boxscores/202404120BOS.html,,Boston Celtics
2024-04-12,Indiana Pacers,120,Cleveland Cavaliers,129,/boxscores/202404120CLE.html,,Cleveland Cavaliers
2024-04-12,Brooklyn Nets,107,New York Knicks,111,/boxscores/202404120NYK.html,,New York Knicks
2024-04-12,Los Angeles Lakers,123,Memphis Grizzlies,120,/boxscores/202404120MEM.html,,Los Angeles Lakers
2024-04-12,Toronto Raptors,103,Miami Heat,125,/boxscores/202404120MIA.html,,Miami Heat
2024-04-12,Atlanta Hawks,106,Minnesota Timberwolves,109,/boxscores/202404120MIN.html,,Minnesota Timberwolves
2024-04-12,Milwaukee Bucks,107,Oklahoma City Thunder,125,/boxscores/202404120OKC.html,,Oklahoma City Thunder
2024-04-12,Denver Nuggets,120,San Antonio Spurs,121,/boxscores/202404120SAS.html,,San Antonio Spurs
2024-04-12,Detroit Pistons,107,Dallas Mavericks,89,/boxscores/202404120DAL.html,,Detroit Pistons
2024-04-12,New Orleans Pelicans,114,Golden State Warriors,109,/boxscores/202404120GSW.html,,New Orleans Pelicans
2024-04-12,Houston Rockets,116,Portland Trail Blazers,107,/boxscores/202404120POR.html,,Houston Rockets
2024-04-12,Utah Jazz,110,Los Angeles Clippers,109,/boxscores/202404120LAC.html,,Utah Jazz
2024-04-12,Phoenix Suns,108,Sacramento Kings,107,/boxscores/202404120SAC.html,,Phoenix Suns
2024-04-14,Washington Wizards,122,Boston Celtics,132,/boxscores/202404140BOS.html,,Boston Celtics
2024-04-14,Charlotte Hornets,120,Cleveland Cavaliers,110,/boxscores/202404140CLE.html,,Charlotte Hornets
2024-04-14,Atlanta Hawks,115,Indiana Pacers,157,/boxscores/202404140IND.html,,Indiana Pacers
2024-04-14,Toronto Raptors,103,Miami Heat,118,/boxscores/202404140MIA.html,,Miami Heat
2024-04-14,Chicago Bulls,119,New York Knicks,120,/boxscores/202404140NYK.html,OT,New York Knicks
2024-04-14,Milwaukee Bucks,88,Orlando Magic,113,/boxscores/202404140ORL.html,,Orlando Magic
2024-04-14,Brooklyn Nets,86,Philadelphia 76ers,107,/boxscores/202404140PHI.html,,Philadelphia 76ers
2024-04-14,Utah Jazz,116,Golden State Warriors,123,/boxscores/202404140GSW.html,,Golden State Warriors
2024-04-14,Houston Rockets,116,Los Angeles Clippers,105,/boxscores/202404140LAC.html,,Houston Rockets
2024-04-14,Denver Nuggets,126,Memphis Grizzlies,111,/boxscores/202404140MEM.html,,Denver Nuggets
2024-04-14,Phoenix Suns,125,Minnesota Timberwolves,106,/boxscores/202404140MIN.html,,Phoenix Suns
2024-04-14,Los Angeles Lakers,124,New Orleans Pelicans,108,/boxscores/202404140NOP.html,,Los Angeles Lakers
2024-04-14,Dallas Mavericks,86,Oklahoma City Thunder,135,/boxscores/202404140OKC.html,,Oklahoma City Thunder
2024-04-14,Portland Trail Blazers,82,Sacramento Kings,121,/boxscores/202404140SAC.html,,Sacramento Kings
2024-04-14,Detroit Pistons,95,San Antonio Spurs,123,/boxscores/202404140SAS.html,,San Antonio Spurs
2024-04-16,Los Angeles Lakers,110,New Orleans Pelicans,106,/boxscores/202404160NOP.html,,Los Angeles Lakers
2024-04-16,Golden State Warriors,94,Sacramento Kings,118,/boxscores/202404160SAC.html,,Sacramento Kings
2024-04-17,Miami Heat,104,Philadelphia 76ers,105,/boxscores/202404170PHI.html,,Philadelphia 76ers
2024-04-17,Atlanta Hawks,116,Chicago Bulls,131,/boxscores/202404170CHI.html,,Chicago Bulls
2024-04-19,Chicago Bulls,91,Miami Heat,112,/boxscores/202404190MIA.html,,Miami Heat
2024-04-19,Sacramento Kings,98,New Orleans Pelicans,105,/boxscores/202404190NOP.html,,New Orleans Pelicans
2024-04-20,Orlando Magic,83,Cleveland Cavaliers,97,/boxscores/202404200CLE.html,,Cleveland Cavaliers
2024-04-20,Phoenix Suns,95,Minnesota Timberwolves,120,/boxscores/202404200MIN.html,,Minnesota Timberwolves
2024-04-20,Philadelphia 76ers,104,New York Knicks,111,/boxscores/202404200NYK.html,,New York Knicks
2024-04-20,Los Angeles Lakers,103,Denver Nuggets,114,/boxscores/202404200DEN.html,,Denver Nuggets
2024-04-21,Miami Heat,94,Boston Celtics,114,/boxscores/202404210BOS.html,,Boston Celtics
2024-04-21,Dallas Mavericks,97,Los Angeles Clippers,109,/boxscores/202404210LAC.html,,Los Angeles Clippers
2024-04-21,Indiana Pacers,94,Milwaukee Bucks,109,/boxscores/202404210MIL.html,,Milwaukee Bucks
2024-04-21,New Orleans Pelicans,92,Oklahoma City Thunder,94,/boxscores/202404210OKC.html,,Oklahoma City Thunder
2024-04-22,Orlando Magic,86,Cleveland Cavaliers,96,/boxscores/202404220CLE.html,,Cleveland Cavaliers
2024-04-22,Philadelphia 76ers,101,New York Knicks,104,/boxscores/202404220NYK.html,,New York Knicks
2024-04-22,Los Angeles Lakers,99,Denver Nuggets,101,/boxscores/202404220DEN.html,,Denver Nuggets
2024-04-23,Phoenix Suns,93,Minnesota Timberwolves,105,/boxscores/202404230MIN.html,,Minnesota Timberwolves
2024-04-23,Indiana Pacers,125,Milwaukee Bucks,108,/boxscores/202404230MIL.html,,Indiana Pacers
2024-04-23,Dallas Mavericks,96,Los Angeles Clippers,93,/boxscores/202404230LAC.html,,Dallas Mavericks
2024-04-24,Miami Heat,111,Boston Celtics,101,/boxscores/202404240BOS.html,,Miami Heat
2024-04-24,New Orleans Pelicans,92,Oklahoma City Thunder,124,/boxscores/202404240OKC.html,,Oklahoma City Thunder
2024-04-25,Cleveland Cavaliers,83,Orlando Magic,121,/boxscores/202404250ORL.html,,Orlando Magic
2024-04-25,New York Knicks,114,Philadelphia 76ers,125,/boxscores/202404250PHI.html,,Philadelphia 76ers
2024-04-25,Denver Nuggets,112,Los Angeles Lakers,105,/boxscores/202404250LAL.html,,Denver Nuggets
2024-04-26,Milwaukee Bucks,118,Indiana Pacers,121,/boxscores/202404260IND.html,OT,Indiana Pacers
2024-04-26,Los Angeles Clippers,90,Dallas Mavericks,101,/boxscores/202404260DAL.html,,Dallas Mavericks
2024-04-26,Minnesota Timberwolves,126,Phoenix Suns,109,/boxscores/202404260PHO.html,,Minnesota Timberwolves
2024-04-27,Cleveland Cavaliers,89,Orlando Magic,112,/boxscores/202404270ORL.html,,Orlando Magic
2024-04-27,Oklahoma City Thunder,106,New Orleans Pelicans,85,/boxscores/202404270NOP.html,,Oklahoma City Thunder
2024-04-27,Boston Celtics,104,Miami Heat,84,/boxscores/202404270MIA.html,,Boston Celtics
2024-04-27,Denver Nuggets,108,Los Angeles Lakers,119,/boxscores/202404270LAL.html,,Los Angeles Lakers
2024-04-28,New York Knicks,97,Philadelphia 76ers,92,/boxscores/202404280PHI.html,,New York Knicks
2024-04-28,Los Angeles Clippers,116,Dallas Mavericks,111,/boxscores/202404280DAL.html,,Los Angeles Clippers
2024-04-28,Milwaukee Bucks,113,Indiana Pacers,126,/boxscores/202404280IND.html,,Indiana Pacers
2024-04-28,Minnesota Timberwolves,122,Phoenix Suns,116,/boxscores/202404280PHO.html,,Minnesota Timberwolves
2024-04-29,Boston Celtics,102,Miami Heat,88,/boxscores/202404290MIA.html,,Boston Celtics
2024-04-29,Oklahoma City Thunder,97,New Orleans Pelicans,89,/boxscores/202404290NOP.html,,Oklahoma City Thunder
2024-04-29,Los Angeles Lakers,106,Denver Nuggets,108,/boxscores/202404290DEN.html,,Denver Nuggets
2024-04-30,Philadelphia 76ers,112,New York Knicks,106,/boxscores/202404300NYK.html,OT,Philadelphia 76ers
2024-04-30,Orlando Magic,103,Cleveland Cavaliers,104,/boxscores/202404300CLE.html,,Cleveland Cavaliers
2024-04-30,Indiana Pacers,92,Milwaukee Bucks,115,/boxscores/202404300MIL.html,,Milwaukee Bucks
